ticker|returnOnEquity|returnOnAssets|payoutRatio|PE|debtToEquity|growthRate|ggmReturn|div10YReturn|rdpReturn
OTEX|0.0660|0.0454|0.7275|47.7732|109.6710|0.0180|0.0332|0.0332|-0.0761|0.0335
OTIC|-0.7159|-0.2655|0.0000|-4.5347|43.4170|-0.7159|-0.7159|-0.7159|-1.0000|-0.7159
OTIS|0.0000|0.0000|0.2335|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.5593|0.0000
OTLK|0.0000|-1.2312|0.0000|-4.6923|170.7800|0.0000|0.0000|0.0000|-1.0000|0.0000
OTRA|0.0000|0.0000|0.0000|99999.0000|1296.7040|0.0000|0.0000|0.0000|-0.0338|0.0000
OTRAU|0.0000|0.0000|0.0000|99999.0000|1296.7040|0.0000|0.0000|0.0000|-0.0338|0.0000
OTRK|0.0000|-0.2158|0.0000|99999.0000|320.6080|0.0000|0.0000|0.0000|-0.0338|0.0000
OTRKP|0.0000|-0.2158|0.0000|99999.0000|320.6080|0.0000|0.0000|0.0000|-0.0338|0.0000
OTTR|0.1213|0.0392|0.6109|16.8896|97.8140|0.0472|0.0834|0.0834|0.0552|0.0851
OUT|-0.0156|0.0137|0.0000|56.2424|300.8070|-0.0156|-0.0156|-0.0156|-0.1446|-0.0156
OVBC|0.0702|0.0083|0.4449|11.8975|0.0000|0.0390|0.0764|0.0764|0.0748|0.0778
OVID|-1.6219|-0.7286|0.0000|-2.1570|0.0000|-1.6219|-1.6219|-1.6219|-1.0000|-1.6219
OVLY|0.1157|0.0000|0.1667|9.5119|0.0000|0.0964|0.1140|0.1140|0.1140|0.1156
OVV|-0.7691|0.0038|0.0000|99999.0000|187.7530|-0.7691|-0.7691|-0.7691|-0.7812|-0.7691
OXBR|-0.0216|0.0001|0.0000|99999.0000|5.8580|-0.0216|-0.0216|-0.0216|-0.0000|-0.0216
OXBRW|-0.0216|0.0001|0.0000|99999.0000|5.8580|-0.0216|-0.0216|-0.0216|-0.0000|-0.0216
OXFD|-0.0819|-0.0499|0.0000|-198.5455|4.6670|-0.0819|-0.0819|-0.0819|-1.0000|-0.0819
OXLC|-0.3617|0.0966|0.0000|1.2925|61.0460|-0.3617|-0.3617|-0.3617|-0.0000|-0.3617
OXLCM|-0.3617|0.0966|0.0000|99999.0000|61.0460|-0.3617|-0.3617|-0.3617|0.0000|-0.3617
OXLCO|-0.3617|0.0966|0.0000|99999.0000|61.0460|-0.3617|-0.3617|-0.3617|0.0000|-0.3617
OXLCP|-0.3617|0.0966|0.0000|99999.0000|61.0460|-0.3617|-0.3617|-0.3617|0.0000|-0.3617
OXM|-0.1456|-0.0083|0.0000|23.0306|81.7790|-0.1456|-0.1456|-0.1456|-0.0000|-0.1456
OXSQ|-0.1905|0.0555|0.0000|9.4054|55.8850|-0.1905|-0.1905|-0.1905|-0.0000|-0.1905
OXY|-0.4410|-0.0457|0.0000|-16.3672|209.5010|-0.4410|-0.4410|-0.4410|-1.0000|-0.4410
OYST|-0.4848|-0.2904|0.0000|-5.9968|0.3800|-0.4848|-0.4848|-0.4848|-1.0000|-0.4848
OZK|0.0693|0.0115|0.5012|16.5531|0.0000|0.0345|0.0648|0.0648|0.0376|0.0659
OZON|0.0000|0.0000|0.0000|-40.6371|0.0000|0.0000|0.0000|0.0000|-1.0000|0.0000
PAA|-0.1955|0.0285|0.0000|6.7031|110.3970|-0.1955|-0.1955|-0.1955|-0.0000|-0.1955
PAAS|0.0241|0.0319|0.6379|110.1409|6.1500|0.0087|0.0145|0.0145|-0.1602|0.0146
PAC|0.1403|0.0591|0.7234|23.3221|108.5770|0.0388|0.0698|0.0698|0.0169|0.0710
PACB|-0.5055|-0.2717|0.0000|-72.9362|33.2130|-0.5055|-0.5055|-0.5055|-1.0000|-0.5055
PACE|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PACK|-0.0469|0.0128|0.0000|287.1667|85.4820|-0.0469|-0.0469|-0.0469|-0.0016|-0.0469
PACW|-0.2895|-0.0440|0.0000|8.4146|0.0000|-0.2895|-0.2895|-0.2895|-0.0000|-0.2895
PACXU|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PAE|0.0734|0.0251|0.0000|99999.0000|474.6300|0.0734|0.0734|0.0734|-0.5276|0.0734
PAG|0.1550|0.0258|0.1501|11.2018|234.8340|0.1317|0.1451|0.1451|0.1456|0.1469
PAGP|-0.1650|0.0266|0.0000|8.2110|96.3000|-0.1650|-0.1650|-0.1650|-0.1650|-0.1650
PAGS|0.1581|-0.0151|0.0000|71.3649|0.7940|0.1581|0.1581|0.1581|-0.0152|0.1581
PAHC|0.2172|0.0567|0.4486|19.5794|223.5880|0.1198|0.1427|0.1427|0.0998|0.1454
PAI|0.0537|0.0239|0.8056|19.0709|0.0000|0.0104|0.0527|0.0527|0.0163|0.0531
PAIC|0.0000|0.0000|0.0000|99999.0000|2146.2580|0.0000|0.0000|0.0000|-0.0338|0.0000
PAICU|0.0000|0.0000|0.0000|99999.0000|2146.2580|0.0000|0.0000|0.0000|-0.0338|0.0000
PAM|0.0482|0.0266|0.0000|0.0333|74.1060|0.0482|0.0482|0.0482|0.0482|0.0482
PANA|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PAND|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PANL|0.0076|0.0302|0.0000|6.4186|68.9450|0.0076|0.0076|0.0076|0.0076|0.0076
PANW|-0.2647|-0.0127|0.0000|50.8818|460.9240|-0.2647|-0.2647|-0.2647|-0.0002|-0.2647
PAQCU|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PAR|-0.5016|-0.0466|0.0000|-113.6379|161.6710|-0.5016|-0.5016|-0.5016|-1.0000|-0.5016
PARR|-0.5039|-0.0191|0.0000|-14.1340|287.7020|-0.5039|-0.5039|-0.5039|-1.0000|-0.5039
PASG|-0.3290|-0.1996|0.0000|99999.0000|0.0000|-0.3290|-0.3290|-0.3290|0.0000|-0.3290
PATI|0.0051|-0.0049|1.8750|118.0263|6.9660|-0.0045|0.0114|0.0114|-0.1503|0.0113
PATK|0.1575|0.0606|0.2915|20.5015|150.8580|0.1116|0.1258|0.1258|0.0769|0.1274
PAVM|0.0000|-1.7089|0.0000|-4.9048|0.0000|0.0000|0.0000|0.0000|-1.0000|0.0000
PAVMW|0.0000|-1.7089|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PAX|0.0000|0.0000|0.0000|99999.0000|3.4900|0.0000|0.0000|0.0000|-0.0338|0.0000
PAYA|0.0000|0.0000|0.0000|99999.0000|194.1170|0.0000|0.0000|0.0000|-0.0338|0.0000
PAYC|0.2971|0.0644|0.0000|137.3057|8.3570|0.2971|0.2971|0.2971|0.0393|0.2971
PAYS|-0.1772|-0.0611|0.0000|34.5714|26.4310|-0.1772|-0.1772|-0.1772|-0.2526|-0.1772
PAYX|0.3881|0.1016|0.8464|30.4061|31.0100|0.0596|0.0874|0.0874|0.0137|0.0891
PB|0.0874|0.0160|0.3559|11.9965|0.0000|0.0563|0.0860|0.0860|0.0852|0.0876
PBA|0.0652|0.0361|1.5562|14.4299|70.1890|-0.0363|0.0716|0.0716|0.0527|0.0677
PBCT|0.0720|0.0094|0.5436|10.5303|0.0000|0.0329|0.0845|0.0845|0.0824|0.0862
PBCTP|0.0720|0.0094|0.0000|21.4091|0.0000|0.0720|0.0720|0.0720|0.0171|0.0720
PBF|-0.3236|-0.0504|0.0000|-2.0697|214.9110|-0.3236|-0.3236|-0.3236|-1.0000|-0.3236
PBFS|0.0337|0.0049|0.0000|145.2055|0.0000|0.0337|0.0337|0.0337|-0.1759|0.0337
PBFX|1.1217|0.1209|0.6979|4.2955|477.6200|0.3389|0.5013|0.5013|0.5477|0.5564
PBH|0.1367|0.0566|0.0000|12.6542|124.5230|0.1367|0.1367|0.1367|0.1312|0.1367
PBHC|0.0758|0.0062|0.2034|10.2553|0.0000|0.0604|0.0802|0.0802|0.0797|0.0814
PBI|-3.8270|0.0180|0.0000|23.1750|3575.2610|-3.8270|-3.8270|-3.8270|23.7517|-3.8270
PBIP|0.0653|0.0072|0.2617|11.1825|0.0000|0.0482|0.0716|0.0716|0.0707|0.0727
PBLA|-0.8145|-0.4404|0.0000|99999.0000|9.2360|-0.8145|-0.8145|-0.8145|-0.7812|-0.8145
PBPB|-1.0921|-0.0853|0.0000|-7.1765|1147.5310|-1.0921|-1.0921|-1.0921|-1.0000|-1.0921
PBR|-0.1631|0.0424|0.0000|10.4455|179.3130|-0.1631|-0.1631|-0.1631|-0.1631|-0.1631
PBT|34.0330|3.2393|0.9712|11.3621|0.0000|0.9801|1.0656|1.0656|1.1393|1.1494
PBTS|-0.7951|-0.1519|0.0000|99999.0000|74.4280|-0.7951|-0.7951|-0.7951|-0.7812|-0.7951
PBYI|-6.7197|-0.0678|0.0000|-11.5490|0.0000|-6.7197|-6.7197|-6.7197|-1.0000|-6.7197
PCAR|0.1291|0.0346|0.3422|25.0134|117.7990|0.0849|0.0986|0.0986|0.0334|0.0997
PCB|0.0641|0.0078|0.4086|12.9494|0.0000|0.0379|0.0695|0.0695|0.0618|0.0706
PCF|0.0067|0.0271|14.7000|140.4918|0.0000|-0.0919|0.0127|0.0127|-0.0724|0.0031
PCG|-0.3417|0.0170|0.0000|9.4754|192.9170|-0.3417|-0.3417|-0.3417|-0.3417|-0.3417
PCGU|-0.3417|0.0170|0.0000|99999.0000|192.9170|-0.3417|-0.3417|-0.3417|0.0000|-0.3417
PCH|0.0643|0.0428|1.3793|42.9483|69.4440|-0.0244|0.0077|0.0077|-0.0818|0.0069
PCI|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PCK|0.0353|0.0199|1.0784|24.6196|17.0280|-0.0028|0.0410|0.0410|-0.0119|0.0409
PCM|-0.0812|0.0381|0.0000|99999.0000|80.4430|-0.0812|-0.0812|-0.0812|-0.5956|-0.0812
PCN|-0.0536|0.0444|0.0000|99999.0000|31.3720|-0.0536|-0.0536|-0.0536|-0.5835|-0.0536
PCOM|-0.0514|0.0005|0.0000|34.8205|93.3560|-0.0514|-0.0514|-0.0514|-0.1390|-0.0514
PCPL|0.0000|0.0000|0.0000|99999.0000|0.3510|0.0000|0.0000|0.0000|-0.0338|0.0000
PCQ|0.0360|0.0205|1.4000|29.9519|21.8630|-0.0144|0.0323|0.0323|-0.0314|0.0317
PCRX|0.2710|0.0251|0.0000|22.8352|91.7350|0.2710|0.2710|0.2710|0.1988|0.2710
PCSA|-0.7682|-0.2239|0.0000|-10.3500|32.4070|-0.7682|-0.7682|-0.7682|-1.0000|-0.7682
PCSB|0.0334|0.0054|0.2667|25.0000|0.0000|0.0245|0.0351|0.0351|-0.0280|0.0354
PCTI|0.0468|0.0245|1.2222|42.4022|6.1490|-0.0104|0.0184|0.0184|-0.0729|0.0181
PCTY|0.1810|0.0233|0.0000|171.2589|46.3880|0.1810|0.1810|0.1810|-0.0725|0.1810
PCVX|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PCYG|0.0459|0.0229|0.0000|85.6522|16.6080|0.0459|0.0459|0.0459|-0.1253|0.0458
PCYO|0.0224|0.0204|0.0000|143.3766|0.2140|0.0224|0.0224|0.0224|-0.1840|0.0224
PD|-0.1685|-0.0571|0.0000|-232.0476|65.9810|-0.1685|-0.1685|-0.1685|-1.0000|-0.1685
PDAC|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PDCE|-0.2967|0.0323|0.0000|7.4852|66.3730|-0.2967|-0.2967|-0.2967|-0.0000|-0.2967
PDCO|-0.4319|0.0447|0.0000|15.8146|89.6820|-0.4319|-0.4319|-0.4319|0.0000|-0.4319
PDD|-0.2780|-0.0722|0.0000|352.8333|31.1620|-0.2780|-0.2780|-0.2780|-0.4690|-0.2780
PDEX|0.3346|0.1514|0.0000|20.5409|33.8590|0.3346|0.3346|0.3346|0.2710|0.3346
PDFS|-0.0359|-0.0284|0.0000|44.9778|3.2200|-0.0359|-0.0359|-0.0359|-0.1450|-0.0359
PDI|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PDLB|-0.0328|-0.0044|0.0000|12.4156|0.0000|-0.0328|-0.0328|-0.0328|-0.0358|-0.0328
PDM|0.2064|0.0170|0.2847|5.3322|84.3270|0.1476|0.2010|0.2010|0.2046|0.2089
PDS|-0.0555|-0.0022|0.0000|-2026.0001|97.3790|-0.0555|-0.0555|-0.0555|-1.0000|-0.0555
PDSB|-0.6436|-0.3215|0.0000|-2.8876|2.0560|-0.6436|-0.6436|-0.6436|-1.0000|-0.6436
PDT|-0.1187|0.0264|0.0000|99999.0000|59.7970|-0.1187|-0.1187|-0.1187|-0.0287|-0.1187
PEAK|0.0467|0.0083|2.5154|99999.0000|88.5060|-0.0708|-0.0708|-0.0708|-0.5852|-0.0708
PEB|-0.0570|-0.0193|0.0000|-9.9179|80.9980|-0.0570|-0.0570|-0.0570|-1.0000|-0.0570
PEBK|0.0829|0.0088|0.3077|10.5487|0.0000|0.0574|0.0866|0.0866|0.0858|0.0882
PEBO|0.0594|0.0076|0.7919|17.7803|0.0000|0.0124|0.0569|0.0569|0.0256|0.0575
PEG|0.1242|0.0322|0.5146|15.1326|110.1730|0.0603|0.0943|0.0943|0.0747|0.0964
PEGA|-0.1218|-0.0724|0.0000|822.8751|109.9190|-0.1218|-0.1218|-0.1218|-0.0001|-0.1218
PEI|-0.2091|-0.0064|0.0000|-1.9203|593.2580|-0.2091|-0.2091|-0.2091|-1.0000|-0.2091
PEIX|-0.1810|0.0059|0.0000|5.1579|75.4800|-0.1810|-0.1810|-0.1810|-0.0001|-0.1810
PEN|-0.0232|-0.0212|0.0000|387.8529|12.6200|-0.0232|-0.0232|-0.0232|0.0000|-0.0232
PENN|-0.3389|0.0120|0.0000|66.4783|428.3920|-0.3389|-0.3389|-0.3389|0.0000|-0.3389
PEO|-0.3550|0.0303|0.0000|203.1667|0.0000|-0.3550|-0.3550|-0.3550|0.0000|-0.3550
PEP|0.5100|0.0784|0.7832|27.5624|327.8480|0.1106|0.1390|0.1390|0.0707|0.1421
PERI|0.0432|0.0209|0.0000|60.0800|25.9110|0.0432|0.0432|0.0432|-0.0989|0.0432
PESI|0.1345|0.0373|0.0000|20.2913|34.1980|0.1345|0.1345|0.1345|0.0816|0.1345
PETQ|-0.2599|0.0069|0.0000|26.2446|127.9970|-0.2599|-0.2599|-0.2599|-0.0039|-0.2599
PETS|0.2308|0.1487|0.7255|24.9281|0.0000|0.0634|0.0925|0.0925|0.0335|0.0943
PETZ|0.0000|-0.2026|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PFBC|0.1399|0.0142|0.2632|10.7108|0.0000|0.1031|0.1277|0.1277|0.1280|0.1302
PFBI|0.0908|0.0124|0.3947|11.1908|0.0000|0.0550|0.0902|0.0902|0.0893|0.0922
PFC|0.0896|0.0118|0.5029|99999.0000|0.0000|0.0445|0.0445|0.0445|-0.5389|0.0445
PFD|0.0241|0.0331|2.8313|60.0940|54.7360|-0.0441|0.0030|0.0030|-0.0939|0.0010
PFE|0.1333|0.0509|0.9677|23.3160|96.4160|0.0043|0.0458|0.0458|-0.0042|0.0460
PFG|0.0802|0.0034|0.5057|11.9188|27.6430|0.0396|0.0821|0.0821|0.0805|0.0837
PFGC|-0.0900|0.0128|0.0000|22.6103|165.7790|-0.0900|-0.0900|-0.0900|-0.1409|-0.0900
PFHD|0.0266|0.0025|0.0000|46.0355|0.0000|0.0266|0.0266|0.0266|-0.0915|0.0266
PFIE|-0.0815|-0.0465|0.0000|-27.0000|0.1440|-0.0815|-0.0815|-0.0815|-1.0000|-0.0815
PFIN|-0.1088|-0.0529|0.1563|99999.0000|20.6590|-0.0918|-0.0918|-0.0918|-0.5999|-0.0918
PFIS|0.0859|0.0101|0.4017|10.3990|0.0000|0.0514|0.0900|0.0900|0.0889|0.0920
PFL|-0.0451|0.0439|0.0000|99999.0000|26.4070|-0.0451|-0.0451|-0.0451|-0.5798|-0.0451
PFLT|0.0376|0.0385|2.4255|23.3053|136.8630|-0.0535|0.0505|0.0505|0.0089|0.0450
PFMT|-0.4570|0.0666|0.0000|10.7273|176.0600|-0.4570|-0.4570|-0.4570|0.0000|-0.4570
PFN|-0.0460|0.0426|0.0000|99999.0000|23.5190|-0.0460|-0.0460|-0.0460|-0.5802|-0.0460
PFO|0.0246|0.0333|2.7815|47.3704|54.8310|-0.0438|0.0149|0.0149|-0.0663|0.0123
PFPT|-0.2691|-0.0262|0.0000|63.5805|146.6520|-0.2691|-0.2691|-0.2691|-0.0000|-0.2691
PFS|0.0549|0.0072|0.7419|15.1456|0.0000|0.0142|0.0632|0.0632|0.0434|0.0638
PFSI|0.5465|0.0665|0.0302|3.5526|896.2020|0.5300|0.5385|0.5385|0.5419|0.5430
PFSW|-0.0511|0.0053|0.0000|11.7627|159.1550|-0.0511|-0.0511|-0.0511|-0.0511|-0.0511
PFX|-0.3586|0.0096|0.0000|99999.0000|100.2260|-0.3586|-0.3586|-0.3586|0.0000|-0.3586
PFXNL|-0.3586|0.0096|0.0000|99999.0000|100.2260|-0.3586|-0.3586|-0.3586|0.0000|-0.3586
PG|0.2951|0.0962|0.5894|24.6334|64.0710|0.1212|0.1451|0.1451|0.0835|0.1480
PGC|0.0695|0.0065|0.1081|12.8363|0.0000|0.0620|0.0704|0.0704|0.0639|0.0710
PGEN|-1.2287|-0.1511|0.0000|99999.0000|374.2470|-1.2287|-1.2287|-1.2287|50.0000|-1.2287
PGNY|0.0450|0.0492|0.0000|150.0645|0.0000|0.0450|0.0450|0.0450|-0.1694|0.0450
PGP|-0.1531|0.0338|0.0000|99999.0000|55.1140|-0.1531|-0.1531|-0.1531|-0.0025|-0.1531
PGR|0.3688|0.0776|0.5072|9.1605|31.6700|0.1817|0.2371|0.2371|0.2426|0.2472
PGRE|-0.0125|0.0105|0.0000|-64.2143|87.8280|-0.0125|-0.0125|-0.0125|-1.0000|-0.0125
PGTI|0.0856|0.0582|0.0000|32.5846|96.2600|0.0856|0.0856|0.0856|-0.0086|0.0856
PGZ|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PH|0.1881|0.0637|0.3843|28.9891|121.3610|0.1158|0.1291|0.1291|0.0496|0.1306
PHAR|0.3329|0.1605|0.0000|99999.0000|95.4380|0.3329|0.3329|0.3329|-0.4134|0.3329
PHAS|-2.1162|-0.6073|0.0000|-1.4724|368.8650|-2.1162|-2.1162|-2.1162|-1.0000|-2.1162
PHAT|-88.2878|-0.3579|0.0000|-12.7810|31.1360|-88.2878|-88.2878|-88.2878|-1.0000|-88.2878
PHCF|-0.4912|-0.2138|0.0000|99999.0000|35.8950|-0.4912|-0.4912|-0.4912|0.0000|-0.4912
PHD|-0.0966|0.0318|0.0000|99999.0000|40.9860|-0.0966|-0.0966|-0.0966|-0.6024|-0.0966
PHG|0.0983|0.0352|0.0000|35.5000|58.2640|0.0983|0.0983|0.0983|-0.0049|0.0983
PHI|0.2143|0.0543|0.6345|43.0572|190.4830|0.0783|0.0931|0.0931|-0.0145|0.0942
PHIC|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PHICU|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PHICW|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PHIO|-0.7800|-0.3973|0.0000|1.1931|4.3290|-0.7800|-0.7800|-0.7800|0.0000|-0.7800
PHIOW|-0.7800|-0.3973|0.0000|99999.0000|4.3290|-0.7800|-0.7800|-0.7800|-0.7812|-0.7800
PHK|-0.1076|0.0493|0.0000|99999.0000|32.5240|-0.1076|-0.1076|-0.1076|-0.6072|-0.1076
PHM|0.2284|0.0975|0.1004|9.3145|50.0820|0.2055|0.2163|0.2163|0.2174|0.2185
PHR|-0.1229|-0.0558|0.0000|-239.6667|12.0910|-0.1229|-0.1229|-0.1229|-1.0000|-0.1229
PHT|-0.0490|0.0407|0.0000|99999.0000|40.5080|-0.0490|-0.0490|-0.0490|-0.5815|-0.0490
PHUN|-23.8623|-0.2848|0.0000|-5.6552|0.0000|-23.8623|-23.8623|-23.8623|-1.0000|-23.8623
PHX|-0.3366|-0.0278|0.0000|-32.6667|47.3040|-0.3366|-0.3366|-0.3366|-1.0000|-0.3366
PI|-0.4141|-0.1171|0.0000|-105.5000|67.0510|-0.4141|-0.4141|-0.4141|-1.0000|-0.4141
PIAI|0.0000|0.0000|0.0000|99999.0000|18.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PICO|0.0260|0.0197|0.0000|38.7013|0.2560|0.0260|0.0260|0.0260|-0.0776|0.0260
PII|0.1109|0.0854|1.2462|59.1206|137.8140|-0.0273|-0.0062|-0.0062|-0.1208|-0.0068
PIM|-0.0390|0.0103|0.0000|99999.0000|0.0000|-0.0390|-0.0390|-0.0390|-0.0021|-0.0390
PINC|0.3970|0.0751|0.0000|152.8125|30.8390|0.3970|0.3970|0.3970|0.1085|0.3970
PINE|0.0107|0.0073|0.0000|60.7692|58.6380|0.0107|0.0107|0.0107|-0.1279|0.0107
PING|-0.0084|-0.0119|0.0000|100.8333|23.6530|-0.0084|-0.0084|-0.0084|-0.0001|-0.0084
PINS|-0.1911|-0.0822|0.0000|107.0469|7.7620|-0.1911|-0.1911|-0.1911|-0.3371|-0.1911
PIPP|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PIPR|0.0487|0.0249|0.4883|99999.0000|44.0920|0.0249|0.0249|0.0249|-0.5476|0.0249
PIRS|-0.7337|-0.1228|0.0000|-3.0000|37.4470|-0.7337|-0.7337|-0.7337|-1.0000|-0.7337
PIXY|0.0000|-0.4758|0.0000|-0.3100|0.0000|0.0000|0.0000|0.0000|-1.0000|0.0000
PJT|0.2782|0.1688|0.0908|20.1711|25.5970|0.2529|0.2574|0.2574|0.2016|0.2586
PK|-0.1912|-0.0172|0.0000|-8.9846|106.2310|-0.1912|-0.1912|-0.1912|-1.0000|-0.1912
PKBK|0.1512|0.0154|0.2639|7.4652|0.0000|0.1113|0.1466|0.1466|0.1475|0.1506
PKE|0.0455|0.0252|1.2121|44.0397|0.2320|-0.0096|0.0179|0.0179|-0.0765|0.0176
PKG|0.1469|0.0000|0.6358|27.2128|85.3340|0.0535|0.0769|0.0769|0.0098|0.0781
PKI|0.1388|0.0571|0.0759|39.2356|62.7690|0.1283|0.1302|0.1302|0.0165|0.1305
PKO|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PKOH|-0.0084|0.0151|0.0000|9.9288|185.3590|-0.0084|-0.0084|-0.0084|-0.0084|-0.0084
PKX|0.0225|0.0159|0.6005|6.4696|50.9800|0.0090|0.1018|0.1018|0.0972|0.1026
PLAB|0.0431|0.0346|0.0000|21.9038|7.8810|0.0431|0.0431|0.0431|-0.0125|0.0431
PLAN|-0.5201|-0.1433|0.0000|-252.5926|19.8240|-0.5201|-0.5201|-0.5201|-1.0000|-0.5201
PLAY|-0.7056|-0.0396|1.0682|-28.9268|921.8420|0.0481|0.0112|0.0112|-1.0000|0.0094
PLBC|0.1568|0.0146|0.1300|8.9170|0.0000|0.1364|0.1510|0.1510|0.1516|0.1530
PLCE|-0.7468|-0.0004|0.0000|22.2665|853.6030|-0.7468|-0.7468|-0.7468|0.0000|-0.7468
PLD|0.0518|0.0221|1.0179|51.4940|47.7250|-0.0009|0.0188|0.0188|-0.0907|0.0188
PLIN|-0.1014|0.0056|0.0000|4.5238|68.3520|-0.1014|-0.1014|-0.1014|-0.1014|-0.1014
PLL|-0.3956|-0.2356|0.0000|-104.3019|10.7590|-0.3956|-0.3956|-0.3956|-1.0000|-0.3956
PLMR|0.0666|0.0268|0.0000|131.7109|0.0000|0.0666|0.0666|0.0666|-0.1422|0.0666
PLNT|0.0000|0.0355|0.0000|1007.8666|0.0000|0.0000|0.0000|0.0000|-0.0003|0.0000
PLOW|-0.3819|0.0371|0.0000|22.8087|174.4880|-0.3819|-0.3819|-0.3819|-0.4169|-0.3819
PLPC|0.1213|0.0617|0.1225|10.0245|28.2230|0.1064|0.1187|0.1187|0.1188|0.1200
PLRX|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PLSE|-1.3541|-0.6370|0.0000|-20.0174|35.0050|-1.3541|-1.3541|-1.3541|-1.0000|-1.3541
PLT|-3.2866|-0.0150|0.0000|10.5645|0.0000|-3.2866|-3.2866|-3.2866|21.0551|-3.2866
PLTK|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PLTR|0.0000|0.0000|0.0000|99999.0000|15.7980|0.0000|0.0000|0.0000|-0.0338|0.0000
PLUG|-0.3297|-0.0531|0.0000|-296.7273|113.5550|-0.3297|-0.3297|-0.3297|-1.0000|-0.3297
PLUS|0.1438|0.0633|0.0000|16.5996|51.7330|0.1438|0.1438|0.1438|0.1106|0.1438
PLXP|-2.2665|-0.4652|0.0000|-4.9375|50.7110|-2.2665|-2.2665|-2.2665|-1.0000|-2.2665
PLXS|0.1281|0.0474|0.0000|18.9535|38.0310|0.1281|0.1281|0.1281|0.0822|0.1281
PLYA|-0.2827|-0.0299|0.0000|-5.9011|205.4440|-0.2827|-0.2827|-0.2827|-1.0000|-0.2827
PLYM|-0.0494|0.0037|0.0000|-16.2135|122.8460|-0.0494|-0.0494|-0.0494|-1.0000|-0.0494
PM|0.0000|0.1770|0.9534|16.4701|0.0000|0.0000|0.0579|0.0579|0.0325|0.0579
PMBC|0.0542|0.0056|0.0000|16.8571|0.0000|0.0542|0.0542|0.0542|0.0221|0.0542
PMD|-0.2484|-0.1173|0.0000|99999.0000|71.5890|-0.2484|-0.2484|-0.2484|-0.0000|-0.2484
PME|0.0401|0.0092|0.0000|20.8219|199.5340|0.0401|0.0401|0.0401|-0.0107|0.0401
PMF|0.0201|0.0226|2.7054|56.9565|15.6950|-0.0342|0.0133|0.0133|-0.0817|0.0116
PML|0.0238|0.0234|2.3806|48.4158|25.4760|-0.0329|0.0163|0.0163|-0.0706|0.0147
PMM|0.0156|0.0196|2.4000|62.7692|6.4680|-0.0218|0.0165|0.0165|-0.0895|0.0156
PMO|0.0304|0.0165|1.1585|29.2569|9.6730|-0.0048|0.0348|0.0348|-0.0299|0.0346
PMT|0.0125|0.0027|79.5000|604.4828|340.1560|-0.9797|-0.8482|-0.8482|-0.9786|-0.9770
PMVC|0.0000|0.0000|0.0000|99999.0000|3.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PMVP|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
PMX|0.0249|0.0234|1.9189|41.7406|22.1480|-0.0229|0.0231|0.0231|-0.0586|0.0220
PNBK|-0.0595|-0.0042|0.0000|10.1485|0.0000|-0.0595|-0.0595|-0.0595|-0.0595|-0.0595
PNC|0.0581|0.0069|0.7233|8.7079|0.0000|0.0161|0.0991|0.0991|0.0953|0.1005
PNF|0.0202|0.0208|2.3294|50.7557|19.5800|-0.0269|0.0190|0.0190|-0.0720|0.0178
